districtid,weekid,dose1,dose2
CT_Kondagaon,23,12153.0,1092.0
CT_Kondagaon,24,18349.0,1997.0
CT_Kondagaon,25,2731.0,305.0
CT_Kondagaon,26,2472.0,1002.0
CT_Kondagaon,27,4713.0,1979.0
CT_Kondagaon,28,2346.0,652.0
CT_Kondagaon,29,6116.0,2278.0
CT_Kondagaon,30,3911.0,1971.0
CT_Korba,1,238.0,0.0
CT_Korba,2,1165.0,0.0
CT_Korba,3,5747.0,0.0
CT_Korba,4,3562.0,35.0
CT_Korba,5,1975.0,602.0
CT_Korba,6,1431.0,855.0
CT_Korba,7,5424.0,3670.0
CT_Korba,8,9791.0,3496.0
CT_Korba,9,28957.0,1864.0
CT_Korba,10,11764.0,949.0
CT_Korba,11,47095.0,648.0
CT_Korba,12,69534.0,1469.0
CT_Korba,13,44339.0,5136.0
CT_Korba,14,21840.0,6404.0
CT_Korba,15,9835.0,7082.0
CT_Korba,16,4018.0,5971.0
CT_Korba,17,2839.0,7370.0
CT_Korba,18,5836.0,1029.0
CT_Korba,19,7462.0,982.0
CT_Korba,20,3869.0,1719.0
CT_Korba,21,1024.0,1766.0
CT_Korba,22,664.0,1127.0
CT_Korba,23,38429.0,11166.0
CT_Korba,24,27743.0,10007.0
CT_Korba,25,8163.0,7484.0
CT_Korba,26,13929.0,7859.0
CT_Korba,27,7409.0,7550.0
CT_Korba,28,7417.0,8424.0
CT_Korba,29,17983.0,10974.0
CT_Korba,30,8578.0,7719.0
CT_Koriya,1,344.0,0.0
CT_Koriya,2,1103.0,0.0
CT_Koriya,3,1717.0,0.0
CT_Koriya,4,3124.0,1.0
CT_Koriya,5,2355.0,600.0
CT_Koriya,6,923.0,435.0
CT_Koriya,7,2411.0,761.0
CT_Koriya,8,4800.0,1693.0
CT_Koriya,9,9217.0,2024.0
CT_Koriya,10,6856.0,1107.0
CT_Koriya,11,16238.0,631.0
CT_Koriya,12,27126.0,705.0
CT_Koriya,13,9955.0,477.0
CT_Koriya,14,14121.0,2793.0
CT_Koriya,15,4551.0,2127.0
CT_Koriya,16,2010.0,2230.0
CT_Koriya,17,2180.0,3722.0
CT_Koriya,18,1664.0,582.0
CT_Koriya,19,2308.0,178.0
CT_Koriya,20,2050.0,1128.0
CT_Koriya,21,642.0,507.0
CT_Koriya,22,444.0,503.0
CT_Koriya,23,16219.0,3847.0
CT_Koriya,24,16414.0,4087.0
CT_Koriya,25,6540.0,3861.0
CT_Koriya,26,4791.0,1672.0
CT_Koriya,27,4703.0,3029.0
CT_Koriya,28,2382.0,2003.0
CT_Koriya,29,7617.0,3461.0
CT_Koriya,30,7168.0,3564.0
CT_Mahasamund,1,275.0,0.0
CT_Mahasamund,2,1823.0,0.0
CT_Mahasamund,3,4011.0,0.0
CT_Mahasamund,4,3139.0,43.0
CT_Mahasamund,5,2025.0,625.0
CT_Mahasamund,6,632.0,1233.0
CT_Mahasamund,7,7541.0,3509.0
CT_Mahasamund,8,10181.0,2678.0
CT_Mahasamund,9,41670.0,1954.0
CT_Mahasamund,10,29245.0,687.0
CT_Mahasamund,11,48752.0,1750.0
CT_Mahasamund,12,64775.0,5942.0
CT_Mahasamund,13,16744.0,8644.0
CT_Mahasamund,14,918.0,1066.0
CT_Mahasamund,15,2082.0,6012.0
CT_Mahasamund,16,4654.0,11950.0
CT_Mahasamund,17,8212.0,15784.0
CT_Mahasamund,18,474.0,172.0
CT_Mahasamund,19,270.0,374.0
CT_Mahasamund,20,225.0,304.0
CT_Mahasamund,21,1199.0,1329.0
CT_Mahasamund,22,2682.0,2839.0
CT_Mahasamund,23,54037.0,13434.0
CT_Mahasamund,24,26249.0,9952.0
CT_Mahasamund,25,21578.0,15109.0
CT_Mahasamund,26,21297.0,2776.0
CT_Mahasamund,27,24099.0,8888.0
CT_Mahasamund,28,24554.0,8786.0
CT_Mahasamund,29,28945.0,10355.0
CT_Mahasamund,30,9897.0,8328.0
CT_Mungeli,1,156.0,0.0
CT_Mungeli,2,791.0,0.0
CT_Mungeli,3,1347.0,0.0
CT_Mungeli,4,995.0,7.0
CT_Mungeli,5,1274.0,483.0
CT_Mungeli,6,1062.0,431.0
CT_Mungeli,7,2860.0,844.0
CT_Mungeli,8,4143.0,812.0
CT_Mungeli,9,6871.0,873.0
CT_Mungeli,10,6956.0,495.0
CT_Mungeli,11,37621.0,293.0
CT_Mungeli,12,41214.0,573.0
CT_Mungeli,13,17914.0,1452.0
CT_Mungeli,14,4302.0,2189.0
CT_Mungeli,15,779.0,2265.0
CT_Mungeli,16,503.0,1786.0
CT_Mungeli,17,1214.0,3415.0
CT_Mungeli,18,206.0,70.0
CT_Mungeli,19,59.0,43.0
CT_Mungeli,20,58.0,128.0
CT_Mungeli,21,148.0,218.0
CT_Mungeli,22,118.0,257.0
CT_Mungeli,23,11838.0,4631.0
CT_Mungeli,24,15391.0,8404.0
CT_Mungeli,25,1005.0,727.0
CT_Mungeli,26,8520.0,3666.0
CT_Mungeli,27,4246.0,2642.0
CT_Mungeli,28,5564.0,3484.0
CT_Mungeli,29,10887.0,5572.0
CT_Mungeli,30,6323.0,4293.0
CT_Narayanpur,1,108.0,0.0
CT_Narayanpur,2,280.0,0.0
CT_Narayanpur,3,477.0,0.0
CT_Narayanpur,4,747.0,2.0
CT_Narayanpur,5,1949.0,99.0
CT_Narayanpur,6,642.0,227.0
CT_Narayanpur,7,1127.0,198.0
CT_Narayanpur,8,631.0,330.0
CT_Narayanpur,9,1677.0,1831.0
CT_Narayanpur,10,709.0,854.0
CT_Narayanpur,11,1292.0,99.0
CT_Narayanpur,12,4160.0,495.0
CT_Narayanpur,13,3660.0,449.0
CT_Narayanpur,14,2205.0,303.0
CT_Narayanpur,15,1027.0,411.0
CT_Narayanpur,16,1232.0,667.0
CT_Narayanpur,17,429.0,262.0
CT_Narayanpur,18,294.0,365.0
CT_Narayanpur,19,115.0,421.0
CT_Narayanpur,20,78.0,259.0
CT_Narayanpur,21,21.0,211.0
CT_Narayanpur,22,59.0,107.0
CT_Narayanpur,23,1055.0,745.0
CT_Narayanpur,24,1280.0,862.0
CT_Narayanpur,25,2816.0,859.0
CT_Narayanpur,26,3360.0,510.0
CT_Narayanpur,27,724.0,183.0
CT_Narayanpur,28,310.0,145.0
CT_Narayanpur,29,1464.0,553.0
CT_Narayanpur,30,869.0,546.0
CT_Raigarh,1,506.0,0.0
CT_Raigarh,2,4028.0,0.0
CT_Raigarh,3,6658.0,0.0
CT_Raigarh,4,5410.0,0.0
CT_Raigarh,5,2808.0,1167.0
CT_Raigarh,6,1582.0,2498.0
CT_Raigarh,7,9086.0,5164.0
CT_Raigarh,8,11634.0,4292.0
CT_Raigarh,9,26286.0,2947.0
CT_Raigarh,10,30378.0,1417.0
CT_Raigarh,11,73344.0,3413.0
CT_Raigarh,12,112035.0,5765.0
CT_Raigarh,13,49314.0,7629.0
CT_Raigarh,14,10015.0,2501.0
CT_Raigarh,15,10843.0,23533.0
CT_Raigarh,16,9080.0,18210.0
CT_Raigarh,17,12438.0,27578.0
CT_Raigarh,18,751.0,974.0
CT_Raigarh,19,439.0,236.0
CT_Raigarh,20,506.0,3573.0
CT_Raigarh,21,552.0,1262.0
CT_Raigarh,22,279.0,528.0
CT_Raigarh,23,204979.0,19084.0
CT_Raigarh,24,68713.0,13053.0
CT_Raigarh,25,26149.0,33576.0
CT_Raigarh,26,41439.0,14427.0
CT_Raigarh,27,42708.0,9612.0
CT_Raigarh,28,53571.0,5463.0
CT_Raigarh,29,54974.0,28436.0
CT_Raigarh,30,30233.0,34267.0
CT_Raipur,1,1142.0,0.0
CT_Raipur,2,4951.0,0.0
CT_Raipur,3,9636.0,0.0
CT_Raipur,4,13544.0,27.0
CT_Raipur,5,9020.0,1391.0
CT_Raipur,6,3077.0,3733.0
CT_Raipur,7,8664.0,5372.0
CT_Raipur,8,15742.0,9250.0
CT_Raipur,9,19008.0,9229.0
CT_Raipur,10,21639.0,4120.0
CT_Raipur,11,75771.0,2449.0
CT_Raipur,12,124422.0,8598.0
CT_Raipur,13,37774.0,9483.0
CT_Raipur,14,6571.0,11922.0
CT_Raipur,15,8894.0,16644.0
CT_Raipur,16,7582.0,14859.0
CT_Raipur,17,10310.0,19694.0
CT_Raipur,18,4258.0,660.0
CT_Raipur,19,3376.0,1212.0
CT_Raipur,20,2892.0,4102.0
CT_Raipur,21,2883.0,6417.0
CT_Raipur,22,3536.0,5952.0
CT_Raipur,23,124848.0,24327.0
CT_Raipur,24,151471.0,39817.0
CT_Raipur,25,98008.0,36722.0
CT_Raipur,26,70667.0,16302.0
CT_Raipur,27,107775.0,29417.0
CT_Raipur,28,85359.0,33205.0
CT_Raipur,29,73428.0,33557.0
CT_Raipur,30,50170.0,46527.0
CT_Rajnandgaon,1,568.0,0.0
CT_Rajnandgaon,2,2001.0,0.0
CT_Rajnandgaon,3,8249.0,0.0
CT_Rajnandgaon,4,4691.0,15.0
CT_Rajnandgaon,5,4969.0,795.0
CT_Rajnandgaon,6,1248.0,1697.0
CT_Rajnandgaon,7,3680.0,7399.0
CT_Rajnandgaon,8,5297.0,3683.0
CT_Rajnandgaon,9,11358.0,3510.0
CT_Rajnandgaon,10,22437.0,1464.0
CT_Rajnandgaon,11,60427.0,1336.0
CT_Rajnandgaon,12,111279.0,1471.0
CT_Rajnandgaon,13,52402.0,2268.0
CT_Rajnandgaon,14,3047.0,3145.0
CT_Rajnandgaon,15,1733.0,4068.0
CT_Rajnandgaon,16,1411.0,4277.0
CT_Rajnandgaon,17,2035.0,5871.0
CT_Rajnandgaon,18,972.0,415.0
CT_Rajnandgaon,19,592.0,300.0
CT_Rajnandgaon,20,457.0,408.0
CT_Rajnandgaon,21,488.0,629.0
CT_Rajnandgaon,22,562.0,971.0
CT_Rajnandgaon,23,109067.0,13234.0
CT_Rajnandgaon,24,104845.0,26244.0
CT_Rajnandgaon,25,30650.0,16865.0
CT_Rajnandgaon,26,40083.0,13174.0
CT_Rajnandgaon,27,29589.0,13960.0
CT_Rajnandgaon,28,24731.0,14167.0
CT_Rajnandgaon,29,29221.0,17901.0
CT_Rajnandgaon,30,16232.0,11708.0
CT_Sukma,1,417.0,0.0
CT_Sukma,2,437.0,0.0
CT_Sukma,3,421.0,0.0
CT_Sukma,4,1457.0,55.0
CT_Sukma,5,6439.0,373.0
CT_Sukma,6,4047.0,313.0
CT_Sukma,7,3842.0,218.0
CT_Sukma,8,4249.0,788.0
CT_Sukma,9,7363.0,5185.0
CT_Sukma,10,7337.0,4097.0
CT_Sukma,11,6494.0,1293.0
CT_Sukma,12,9308.0,1480.0
CT_Sukma,13,4032.0,1152.0
CT_Sukma,14,7996.0,3073.0
CT_Sukma,15,1889.0,1416.0
CT_Sukma,16,1041.0,1310.0
CT_Sukma,17,2952.0,3105.0
CT_Sukma,18,432.0,218.0
CT_Sukma,19,286.0,1049.0
CT_Sukma,20,122.0,189.0
CT_Sukma,21,275.0,148.0
CT_Sukma,22,157.0,113.0
CT_Sukma,23,5369.0,356.0
CT_Sukma,24,14195.0,1083.0
CT_Sukma,25,5012.0,1248.0
CT_Sukma,26,3826.0,1581.0
CT_Sukma,27,2165.0,625.0
CT_Sukma,28,967.0,313.0
CT_Sukma,29,2869.0,1367.0
CT_Sukma,30,833.0,1185.0
CT_Surajpur,1,279.0,0.0
CT_Surajpur,2,858.0,0.0
CT_Surajpur,3,3844.0,0.0
CT_Surajpur,4,3440.0,24.0
CT_Surajpur,5,1524.0,427.0
CT_Surajpur,6,602.0,448.0
CT_Surajpur,7,2210.0,2661.0
CT_Surajpur,8,1734.0,2408.0
CT_Surajpur,9,13681.0,1261.0
CT_Surajpur,10,12280.0,371.0
CT_Surajpur,11,30885.0,226.0
CT_Surajpur,12,33031.0,415.0
CT_Surajpur,13,25680.0,1225.0
CT_Surajpur,14,24375.0,2995.0
CT_Surajpur,15,14515.0,2835.0
CT_Surajpur,16,2164.0,2620.0
CT_Surajpur,17,3164.0,5038.0
CT_Surajpur,18,507.0,584.0
CT_Surajpur,19,327.0,637.0
CT_Surajpur,20,141.0,477.0
CT_Surajpur,21,153.0,373.0
CT_Surajpur,22,173.0,336.0
CT_Surajpur,23,17553.0,4523.0
CT_Surajpur,24,9216.0,2272.0
CT_Surajpur,25,5942.0,3564.0
CT_Surajpur,26,5621.0,1434.0
CT_Surajpur,27,3218.0,2503.0
CT_Surajpur,28,2199.0,2394.0
CT_Surajpur,29,6423.0,3934.0
CT_Surajpur,30,3601.0,3186.0
CT_Surguja,1,647.0,0.0
CT_Surguja,2,1170.0,0.0
CT_Surguja,3,3606.0,0.0
CT_Surguja,4,2800.0,27.0
CT_Surguja,5,4208.0,1129.0
CT_Surguja,6,1056.0,879.0
CT_Surguja,7,7697.0,2066.0
CT_Surguja,8,12534.0,1995.0
CT_Surguja,9,17227.0,2040.0
CT_Surguja,10,15824.0,1241.0
CT_Surguja,11,21230.0,1613.0
CT_Surguja,12,59113.0,3344.0
CT_Surguja,13,41217.0,5263.0
CT_Surguja,14,22549.0,5816.0
CT_Surguja,15,7694.0,4889.0
CT_Surguja,16,4178.0,5726.0
CT_Surguja,17,3857.0,5286.0
CT_Surguja,18,801.0,599.0
CT_Surguja,19,468.0,856.0
CT_Surguja,20,822.0,2562.0
CT_Surguja,21,950.0,1651.0
CT_Surguja,22,1397.0,1239.0
CT_Surguja,23,31221.0,5058.0
CT_Surguja,24,15568.0,6200.0
CT_Surguja,25,10449.0,13187.0
CT_Surguja,26,8869.0,2753.0
CT_Surguja,27,10834.0,8420.0
CT_Surguja,28,4380.0,3829.0
CT_Surguja,29,14312.0,7409.0
CT_Surguja,30,7407.0,6447.0
CT_Uttar Bastar Kanker,1,241.0,0.0
CT_Uttar Bastar Kanker,2,1464.0,0.0
CT_Uttar Bastar Kanker,3,3423.0,0.0
CT_Uttar Bastar Kanker,4,1579.0,12.0
CT_Uttar Bastar Kanker,5,9011.0,424.0
CT_Uttar Bastar Kanker,6,2788.0,914.0
CT_Uttar Bastar Kanker,7,8981.0,2778.0
CT_Uttar Bastar Kanker,8,15248.0,1713.0
CT_Uttar Bastar Kanker,9,17366.0,6805.0
CT_Uttar Bastar Kanker,10,6487.0,2796.0
CT_Uttar Bastar Kanker,11,18359.0,120.0
CT_Uttar Bastar Kanker,12,32499.0,2997.0
CT_Uttar Bastar Kanker,13,14832.0,3952.0
CT_Uttar Bastar Kanker,14,16369.0,7340.0
CT_Uttar Bastar Kanker,15,3276.0,2632.0
CT_Uttar Bastar Kanker,16,951.0,1980.0
CT_Uttar Bastar Kanker,17,1303.0,3067.0
CT_Uttar Bastar Kanker,18,602.0,1932.0
CT_Uttar Bastar Kanker,19,568.0,1141.0
CT_Uttar Bastar Kanker,20,400.0,492.0
CT_Uttar Bastar Kanker,21,195.0,484.0
CT_Uttar Bastar Kanker,22,292.0,679.0
CT_Uttar Bastar Kanker,23,27563.0,5720.0
CT_Uttar Bastar Kanker,24,14554.0,3890.0
CT_Uttar Bastar Kanker,25,9668.0,4924.0
CT_Uttar Bastar Kanker,26,8702.0,2702.0
CT_Uttar Bastar Kanker,27,5116.0,2576.0
CT_Uttar Bastar Kanker,28,6692.0,2923.0
CT_Uttar Bastar Kanker,29,12111.0,4900.0
CT_Uttar Bastar Kanker,30,4586.0,2202.0
DL_Central Delhi,1,1328.0,0.0
DL_Central Delhi,2,4111.0,0.0
DL_Central Delhi,3,7403.0,0.0
DL_Central Delhi,4,7564.0,255.0
DL_Central Delhi,5,8954.0,1944.0
DL_Central Delhi,6,8681.0,2503.0
DL_Central Delhi,7,8180.0,4027.0
DL_Central Delhi,8,9483.0,5600.0
DL_Central Delhi,9,10331.0,5745.0
DL_Central Delhi,10,10014.0,4860.0
DL_Central Delhi,11,50370.0,8002.0
DL_Central Delhi,12,46827.0,7580.0
DL_Central Delhi,13,38460.0,8610.0
DL_Central Delhi,14,23136.0,9990.0
DL_Central Delhi,15,19336.0,12283.0
DL_Central Delhi,16,57230.0,15675.0
DL_Central Delhi,17,55817.0,21965.0
DL_Central Delhi,18,61412.0,15857.0
DL_Central Delhi,19,24043.0,3461.0
DL_Central Delhi,20,24456.0,8684.0
DL_Central Delhi,21,24007.0,16724.0
DL_Central Delhi,22,16324.0,12011.0
DL_Central Delhi,23,73258.0,12141.0
DL_Central Delhi,24,89763.0,21118.0
DL_Central Delhi,25,33630.0,17510.0
DL_Central Delhi,26,27722.0,12048.0
DL_Central Delhi,27,13915.0,13887.0
DL_Central Delhi,28,0.0,21996.0
DL_Central Delhi,29,22663.0,20198.0
DL_Central Delhi,30,41417.0,23152.0
DL_East Delhi,1,797.0,0.0
DL_East Delhi,2,1735.0,0.0
DL_East Delhi,3,3656.0,0.0
DL_East Delhi,4,4645.0,163.0
DL_East Delhi,5,6584.0,877.0
DL_East Delhi,6,5794.0,1144.0
DL_East Delhi,7,4477.0,1319.0
DL_East Delhi,8,4875.0,3278.0
DL_East Delhi,9,3938.0,4022.0
DL_East Delhi,10,5273.0,2560.0
DL_East Delhi,11,36024.0,1721.0
DL_East Delhi,12,34562.0,4382.0
DL_East Delhi,13,29233.0,5967.0
DL_East Delhi,14,19751.0,7693.0
DL_East Delhi,15,17119.0,9899.0
DL_East Delhi,16,26216.0,7613.0
DL_East Delhi,17,25790.0,8187.0
DL_East Delhi,18,26616.0,4577.0
DL_East Delhi,19,13475.0,4537.0
DL_East Delhi,20,16579.0,3348.0
DL_East Delhi,21,27109.0,8078.0
DL_East Delhi,22,29888.0,7756.0
DL_East Delhi,23,56896.0,8408.0
DL_East Delhi,24,74837.0,17087.0
DL_East Delhi,25,29480.0,14869.0
DL_East Delhi,26,35726.0,13055.0
DL_East Delhi,27,11827.0,17259.0
DL_East Delhi,28,11662.0,23697.0
DL_East Delhi,29,35258.0,25563.0
DL_East Delhi,30,40359.0,32150.0
DL_New Delhi,1,948.0,0.0
DL_New Delhi,2,2520.0,0.0
DL_New Delhi,3,3626.0,0.0
DL_New Delhi,4,7110.0,139.0
DL_New Delhi,5,9581.0,1243.0
DL_New Delhi,6,7118.0,1777.0
DL_New Delhi,7,5718.0,2528.0
DL_New Delhi,8,6087.0,4652.0
DL_New Delhi,9,6764.0,6434.0
DL_New Delhi,10,7631.0,5225.0
DL_New Delhi,11,43147.0,8035.0
DL_New Delhi,12,43126.0,8426.0
DL_New Delhi,13,37411.0,9311.0
DL_New Delhi,14,23171.0,10064.0
DL_New Delhi,15,20736.0,14091.0
DL_New Delhi,16,30822.0,17639.0
DL_New Delhi,17,35236.0,21794.0
DL_New Delhi,18,33563.0,16325.0
DL_New Delhi,19,17792.0,7073.0
DL_New Delhi,20,17487.0,13086.0
DL_New Delhi,21,16066.0,14132.0
DL_New Delhi,22,23847.0,13562.0
DL_New Delhi,23,47240.0,10481.0
DL_New Delhi,24,55042.0,19475.0
DL_New Delhi,25,21560.0,16373.0
DL_New Delhi,26,20422.0,11059.0
DL_New Delhi,27,10485.0,13965.0
DL_New Delhi,28,14206.0,23854.0
DL_New Delhi,29,37371.0,22458.0
DL_New Delhi,30,42156.0,26916.0
DL_North Delhi,1,635.0,0.0
DL_North Delhi,2,1513.0,0.0
DL_North Delhi,3,2513.0,0.0
DL_North Delhi,4,4563.0,52.0
DL_North Delhi,5,8052.0,523.0
DL_North Delhi,6,4733.0,1000.0
DL_North Delhi,7,4404.0,1351.0
DL_North Delhi,8,5090.0,2492.0
DL_North Delhi,9,6374.0,4964.0
DL_North Delhi,10,8893.0,3095.0
DL_North Delhi,11,21174.0,729.0
DL_North Delhi,12,39461.0,6070.0
DL_North Delhi,13,32416.0,6990.0
DL_North Delhi,14,22731.0,7719.0
DL_North Delhi,15,16640.0,9240.0
DL_North Delhi,16,40487.0,9717.0
DL_North Delhi,17,37816.0,12766.0
DL_North Delhi,18,35242.0,6685.0
DL_North Delhi,19,5924.0,5896.0
DL_North Delhi,20,7524.0,6554.0
DL_North Delhi,21,9044.0,11056.0
DL_North Delhi,22,31669.0,11103.0
DL_North Delhi,23,70032.0,8699.0
DL_North Delhi,24,96197.0,14698.0
DL_North Delhi,25,38473.0,13809.0
DL_North Delhi,26,22611.0,7856.0
DL_North Delhi,27,5571.0,10527.0
DL_North Delhi,28,42.0,19590.0
DL_North Delhi,29,30417.0,19121.0
DL_North Delhi,30,54120.0,24499.0
DL_North East Delhi,1,271.0,0.0
DL_North East Delhi,2,1196.0,0.0
DL_North East Delhi,3,2293.0,0.0
DL_North East Delhi,4,6730.0,60.0
DL_North East Delhi,5,12238.0,389.0
DL_North East Delhi,6,8415.0,509.0
DL_North East Delhi,7,3209.0,1936.0
DL_North East Delhi,8,2122.0,5177.0
DL_North East Delhi,9,2381.0,7315.0
DL_North East Delhi,10,2888.0,6188.0
DL_North East Delhi,11,25740.0,485.0
DL_North East Delhi,12,28014.0,3449.0
DL_North East Delhi,13,19571.0,4439.0
DL_North East Delhi,14,11687.0,5689.0
DL_North East Delhi,15,8907.0,6750.0
DL_North East Delhi,16,27318.0,11585.0
DL_North East Delhi,17,30850.0,10923.0
DL_North East Delhi,18,44308.0,6332.0
DL_North East Delhi,19,7700.0,1870.0
DL_North East Delhi,20,9438.0,4358.0
DL_North East Delhi,21,16341.0,8883.0
DL_North East Delhi,22,21305.0,5127.0
DL_North East Delhi,23,58245.0,5128.0
DL_North East Delhi,24,71704.0,10597.0
DL_North East Delhi,25,29317.0,9505.0
DL_North East Delhi,26,20890.0,6067.0
DL_North East Delhi,27,6096.0,8709.0
DL_North East Delhi,28,78.0,10916.0
DL_North East Delhi,29,13891.0,9704.0
DL_North East Delhi,30,28781.0,12667.0
DL_North West Delhi,1,1428.0,0.0
DL_North West Delhi,2,4150.0,0.0
DL_North West Delhi,3,6543.0,0.0
DL_North West Delhi,4,12210.0,247.0
DL_North West Delhi,5,15990.0,2689.0
DL_North West Delhi,6,11636.0,2612.0
DL_North West Delhi,7,5247.0,3573.0
DL_North West Delhi,8,6339.0,6496.0
DL_North West Delhi,9,8185.0,10477.0
DL_North West Delhi,10,10610.0,7000.0
DL_North West Delhi,11,63696.0,0.0
DL_North West Delhi,12,60358.0,7007.0
DL_North West Delhi,13,50151.0,9012.0
DL_North West Delhi,14,32630.0,12403.0
DL_North West Delhi,15,23786.0,16522.0
DL_North West Delhi,16,54665.0,19036.0
DL_North West Delhi,17,53626.0,24632.0
DL_North West Delhi,18,58297.0,14045.0
DL_North West Delhi,19,19018.0,8007.0
DL_North West Delhi,20,18258.0,8041.0
DL_North West Delhi,21,25174.0,16263.0
DL_North West Delhi,22,33385.0,22352.0
DL_North West Delhi,23,64535.0,13739.0
DL_North West Delhi,24,85766.0,27198.0
DL_North West Delhi,25,35586.0,19541.0
DL_North West Delhi,26,40901.0,18081.0
DL_North West Delhi,27,19284.0,20688.0
DL_North West Delhi,28,15412.0,33950.0
DL_North West Delhi,29,54192.0,30888.0
DL_North West Delhi,30,67081.0,37120.0
DL_Shahdara,1,817.0,0.0
DL_Shahdara,2,2413.0,0.0
DL_Shahdara,3,4134.0,0.0
DL_Shahdara,4,3981.0,118.0
DL_Shahdara,5,4587.0,850.0
DL_Shahdara,6,2556.0,1648.0
DL_Shahdara,7,3795.0,2445.0
DL_Shahdara,8,4146.0,3184.0
DL_Shahdara,9,5330.0,2550.0
DL_Shahdara,10,6346.0,1930.0
DL_Shahdara,11,48648.0,8693.0
DL_Shahdara,12,39197.0,6456.0
DL_Shahdara,13,33960.0,6940.0
DL_Shahdara,14,19590.0,7582.0
DL_Shahdara,15,16058.0,9417.0
DL_Shahdara,16,28636.0,7944.0
DL_Shahdara,17,26984.0,8684.0
DL_Shahdara,18,42100.0,2974.0
DL_Shahdara,19,10046.0,1007.0
DL_Shahdara,20,1632.0,3009.0
DL_Shahdara,21,11515.0,8283.0
DL_Shahdara,22,16108.0,6668.0
DL_Shahdara,23,45652.0,7103.0
DL_Shahdara,24,55100.0,15056.0
DL_Shahdara,25,21261.0,11433.0
DL_Shahdara,26,21924.0,12199.0
DL_Shahdara,27,13124.0,11435.0
DL_Shahdara,28,2585.0,20148.0
DL_Shahdara,29,23431.0,20966.0
DL_Shahdara,30,47182.0,31219.0
DL_South Delhi,1,1306.0,0.0
DL_South Delhi,2,3448.0,0.0
DL_South Delhi,3,5862.0,0.0
DL_South Delhi,4,8389.0,278.0
DL_South Delhi,5,13737.0,1676.0
DL_South Delhi,6,10372.0,2058.0
DL_South Delhi,7,5805.0,2993.0
DL_South Delhi,8,6824.0,5460.0
DL_South Delhi,9,6211.0,7489.0
DL_South Delhi,10,7862.0,7524.0
DL_South Delhi,11,61802.0,8782.0
DL_South Delhi,12,41334.0,8966.0
DL_South Delhi,13,36388.0,11185.0
DL_South Delhi,14,22687.0,12595.0
DL_South Delhi,15,21809.0,15493.0
DL_South Delhi,16,38363.0,14573.0
DL_South Delhi,17,38410.0,17706.0
DL_South Delhi,18,58254.0,10956.0
DL_South Delhi,19,44886.0,6869.0
DL_South Delhi,20,51646.0,9275.0
DL_South Delhi,21,53755.0,18876.0
DL_South Delhi,22,46902.0,13727.0
DL_South Delhi,23,72173.0,13271.0
DL_South Delhi,24,78207.0,21224.0
DL_South Delhi,25,37038.0,16201.0
DL_South Delhi,26,30252.0,12297.0
DL_South Delhi,27,19856.0,17181.0
DL_South Delhi,28,12315.0,28251.0
DL_South Delhi,29,36600.0,27266.0
DL_South Delhi,30,32419.0,31407.0
DL_South East Delhi,1,1225.0,0.0
DL_South East Delhi,2,3699.0,0.0
DL_South East Delhi,3,5637.0,0.0
DL_South East Delhi,4,5018.0,201.0
DL_South East Delhi,5,6439.0,2105.0
DL_South East Delhi,6,2136.0,2304.0
DL_South East Delhi,7,5253.0,3114.0
DL_South East Delhi,8,9091.0,3963.0
DL_South East Delhi,9,8584.0,4426.0
DL_South East Delhi,10,9324.0,2273.0
DL_South East Delhi,11,55473.0,5332.0
DL_South East Delhi,12,39761.0,7916.0
DL_South East Delhi,13,33126.0,9795.0
DL_South East Delhi,14,22243.0,11309.0
DL_South East Delhi,15,17150.0,14324.0
DL_South East Delhi,16,38091.0,12359.0
DL_South East Delhi,17,37997.0,15203.0
DL_South East Delhi,18,53011.0,9239.0
DL_South East Delhi,19,35611.0,5706.0
DL_South East Delhi,20,32848.0,10054.0
DL_South East Delhi,21,34110.0,24067.0
DL_South East Delhi,22,27096.0,18419.0
DL_South East Delhi,23,56891.0,13646.0
DL_South East Delhi,24,74857.0,14958.0
DL_South East Delhi,25,35832.0,13433.0
DL_South East Delhi,26,37062.0,10803.0
DL_South East Delhi,27,17345.0,17722.0
DL_South East Delhi,28,11193.0,22055.0
DL_South East Delhi,29,30318.0,24345.0
DL_South East Delhi,30,40480.0,30044.0
DL_South West Delhi,1,1387.0,0.0
DL_South West Delhi,2,3196.0,0.0
DL_South West Delhi,3,4117.0,0.0
DL_South West Delhi,4,9503.0,167.0
DL_South West Delhi,5,13765.0,1723.0
DL_South West Delhi,6,9892.0,2131.0
DL_South West Delhi,7,5678.0,2169.0
DL_South West Delhi,8,5241.0,5819.0
DL_South West Delhi,9,5652.0,9338.0
DL_South West Delhi,10,7513.0,6331.0
DL_South West Delhi,11,45546.0,0.0
DL_South West Delhi,12,59273.0,7154.0
DL_South West Delhi,13,55109.0,10639.0
DL_South West Delhi,14,46833.0,14777.0
DL_South West Delhi,15,33221.0,16944.0
DL_South West Delhi,16,42706.0,13915.0
DL_South West Delhi,17,33416.0,16333.0
DL_South West Delhi,18,23658.0,6793.0
DL_South West Delhi,19,25601.0,4696.0
DL_South West Delhi,20,38150.0,7006.0
DL_South West Delhi,21,33747.0,12821.0
DL_South West Delhi,22,33764.0,13050.0
DL_South West Delhi,23,74117.0,13724.0
DL_South West Delhi,24,85529.0,22736.0
DL_South West Delhi,25,36530.0,21342.0
